Disease,Symptoms,Precautions
Typhoid,Chills.; Muscle aches.; Headache.; Weakness and fatigue.,Maintain good hygiene; A vaccine is recommended for travel outside of the United States to places where there is typhoid fever. The Centers for Disease Control and Prevention website has information about where typhoid fever is common -- www.cdc.gov/typhoid-fever/index.html. Ask your provider if you should bring electrolyte packets in case you get sick.
Typhoid,"Stomach pain.; Fever that starts low and increases throughout the day, possibly reaching as high as 104 degrees Fahrenheit (40 degrees Celsius).; Rash.; Early symptoms include fever, general ill-feeling, and abdominal pain. High fever (103Â°F, or 39.5Â°C) or higher and severe diarrhea occur as the disease gets worse.; Diarrhea or constipation.",Regular health checkups; Rest adequately; One is given as a single shot at least one week before travel.; Maintain good hygiene
Typhoid,"Muscle aches.; Early symptoms include fever, general ill-feeling, and abdominal pain. High fever (103Â°F, or 39.5Â°C) or higher and severe diarrhea occur as the disease gets worse.","Rest adequately; One is given orally in four capsules, with one capsule to be taken every other day."
Typhoid,"Early symptoms include fever, general ill-feeling, and abdominal pain. High fever (103Â°F, or 39.5Â°C) or higher and severe diarrhea occur as the disease gets worse.; Fever that starts low and increases throughout the day, possibly reaching as high as 104 degrees Fahrenheit (40 degrees Celsius).",One is given as a single shot at least one week before travel.; Rest adequately
Typhoid,"Weakness and fatigue.; Muscle aches.; Diarrhea or constipation.; Stomach pain.; Fever that starts low and increases throughout the day, possibly reaching as high as 104 degrees Fahrenheit (40 degrees Celsius).",Rest adequately; A vaccine is recommended for travel outside of the United States to places where there is typhoid fever. The Centers for Disease Control and Prevention website has information about where typhoid fever is common -- www.cdc.gov/typhoid-fever/index.html. Ask your provider if you should bring electrolyte packets in case you get sick.
Typhoid,"Headache.; Early symptoms include fever, general ill-feeling, and abdominal pain. High fever (103Â°F, or 39.5Â°C) or higher and severe diarrhea occur as the disease gets worse.; Fever that starts low and increases throughout the day, possibly reaching as high as 104 degrees Fahrenheit (40 degrees Celsius).; Chills.","Maintain good hygiene; Follow prescribed medication; Regular health checkups; One is given orally in four capsules, with one capsule to be taken every other day."
Typhoid,"Headache.; Early symptoms include fever, general ill-feeling, and abdominal pain. High fever (103Â°F, or 39.5Â°C) or higher and severe diarrhea occur as the disease gets worse.; Rash.; Fever that starts low and increases throughout the day, possibly reaching as high as 104 degrees Fahrenheit (40 degrees Celsius).; Chills.",Stay hydrated; Regular health checkups; Consult healthcare provider; Rest adequately
Typhoid,"Stomach pain.; Rash.; Early symptoms include fever, general ill-feeling, and abdominal pain. High fever (103Â°F, or 39.5Â°C) or higher and severe diarrhea occur as the disease gets worse.; Muscle aches.",Rest adequately; Follow prescribed medication
Typhoid,"Headache.; Weakness and fatigue.; Diarrhea or constipation.; Fever that starts low and increases throughout the day, possibly reaching as high as 104 degrees Fahrenheit (40 degrees Celsius).","One is given as a single shot at least one week before travel.; Follow prescribed medication; One is given orally in four capsules, with one capsule to be taken every other day.; Consult healthcare provider"
Typhoid,Weakness and fatigue.; Diarrhea or constipation.; Chills.,Rest adequately; Consult healthcare provider; A vaccine is recommended for travel outside of the United States to places where there is typhoid fever. The Centers for Disease Control and Prevention website has information about where typhoid fever is common -- www.cdc.gov/typhoid-fever/index.html. Ask your provider if you should bring electrolyte packets in case you get sick.
Typhoid,"Fever that starts low and increases throughout the day, possibly reaching as high as 104 degrees Fahrenheit (40 degrees Celsius).; Muscle aches.; Diarrhea or constipation.",Rest adequately; Regular health checkups
Typhoid,Weakness and fatigue.; Chills.; Diarrhea or constipation.,"Regular health checkups; Maintain good hygiene; One is given orally in four capsules, with one capsule to be taken every other day."
Typhoid,Rash.; Headache.; Stomach pain.,Stay hydrated; A vaccine is recommended for travel outside of the United States to places where there is typhoid fever. The Centers for Disease Control and Prevention website has information about where typhoid fever is common -- www.cdc.gov/typhoid-fever/index.html. Ask your provider if you should bring electrolyte packets in case you get sick.
Typhoid,"Rash.; Headache.; Diarrhea or constipation.; Fever that starts low and increases throughout the day, possibly reaching as high as 104 degrees Fahrenheit (40 degrees Celsius).",Regular health checkups; Follow prescribed medication; Maintain good hygiene; Stay hydrated
Typhoid,"Fever that starts low and increases throughout the day, possibly reaching as high as 104 degrees Fahrenheit (40 degrees Celsius).; Muscle aches.","One is given orally in four capsules, with one capsule to be taken every other day.; Maintain good hygiene; Rest adequately"
Typhoid,Chills.; Stomach pain.,"A vaccine is recommended for travel outside of the United States to places where there is typhoid fever. The Centers for Disease Control and Prevention website has information about where typhoid fever is common -- www.cdc.gov/typhoid-fever/index.html. Ask your provider if you should bring electrolyte packets in case you get sick.; One is given orally in four capsules, with one capsule to be taken every other day.; Maintain good hygiene; Regular health checkups"
Typhoid,Muscle aches.; Weakness and fatigue.; Headache.; Diarrhea or constipation.,Regular health checkups; Rest adequately; One is given as a single shot at least one week before travel.; A vaccine is recommended for travel outside of the United States to places where there is typhoid fever. The Centers for Disease Control and Prevention website has information about where typhoid fever is common -- www.cdc.gov/typhoid-fever/index.html. Ask your provider if you should bring electrolyte packets in case you get sick.
Typhoid,"Diarrhea or constipation.; Muscle aches.; Fever that starts low and increases throughout the day, possibly reaching as high as 104 degrees Fahrenheit (40 degrees Celsius).; Weakness and fatigue.; Early symptoms include fever, general ill-feeling, and abdominal pain. High fever (103Â°F, or 39.5Â°C) or higher and severe diarrhea occur as the disease gets worse.",One is given as a single shot at least one week before travel.; Follow prescribed medication; A vaccine is recommended for travel outside of the United States to places where there is typhoid fever. The Centers for Disease Control and Prevention website has information about where typhoid fever is common -- www.cdc.gov/typhoid-fever/index.html. Ask your provider if you should bring electrolyte packets in case you get sick.
Typhoid,"Early symptoms include fever, general ill-feeling, and abdominal pain. High fever (103Â°F, or 39.5Â°C) or higher and severe diarrhea occur as the disease gets worse.; Fever that starts low and increases throughout the day, possibly reaching as high as 104 degrees Fahrenheit (40 degrees Celsius).; Chills.; Rash.",Stay hydrated; Follow prescribed medication
Typhoid,"Early symptoms include fever, general ill-feeling, and abdominal pain. High fever (103Â°F, or 39.5Â°C) or higher and severe diarrhea occur as the disease gets worse.; Chills.",A vaccine is recommended for travel outside of the United States to places where there is typhoid fever. The Centers for Disease Control and Prevention website has information about where typhoid fever is common -- www.cdc.gov/typhoid-fever/index.html. Ask your provider if you should bring electrolyte packets in case you get sick.; Regular health checkups; Stay hydrated; Follow prescribed medication
Typhoid,Muscle aches.; Chills.,Maintain good hygiene; Stay hydrated; Regular health checkups; One is given as a single shot at least one week before travel.
Typhoid,"Rash.; Weakness and fatigue.; Fever that starts low and increases throughout the day, possibly reaching as high as 104 degrees Fahrenheit (40 degrees Celsius).; Stomach pain.",Rest adequately; A vaccine is recommended for travel outside of the United States to places where there is typhoid fever. The Centers for Disease Control and Prevention website has information about where typhoid fever is common -- www.cdc.gov/typhoid-fever/index.html. Ask your provider if you should bring electrolyte packets in case you get sick.; Follow prescribed medication
Typhoid,Rash.; Stomach pain.; Headache.; Chills.,Regular health checkups; A vaccine is recommended for travel outside of the United States to places where there is typhoid fever. The Centers for Disease Control and Prevention website has information about where typhoid fever is common -- www.cdc.gov/typhoid-fever/index.html. Ask your provider if you should bring electrolyte packets in case you get sick.
Typhoid,"Stomach pain.; Diarrhea or constipation.; Fever that starts low and increases throughout the day, possibly reaching as high as 104 degrees Fahrenheit (40 degrees Celsius).",Follow prescribed medication; Regular health checkups; One is given as a single shot at least one week before travel.
Typhoid,Muscle aches.; Diarrhea or constipation.,Rest adequately; One is given as a single shot at least one week before travel.
Typhoid,"Diarrhea or constipation.; Weakness and fatigue.; Early symptoms include fever, general ill-feeling, and abdominal pain. High fever (103Â°F, or 39.5Â°C) or higher and severe diarrhea occur as the disease gets worse.",A vaccine is recommended for travel outside of the United States to places where there is typhoid fever. The Centers for Disease Control and Prevention website has information about where typhoid fever is common -- www.cdc.gov/typhoid-fever/index.html. Ask your provider if you should bring electrolyte packets in case you get sick.; Rest adequately; Maintain good hygiene
Typhoid,Headache.; Stomach pain.,"Regular health checkups; Rest adequately; One is given orally in four capsules, with one capsule to be taken every other day.; Stay hydrated"
Typhoid,Diarrhea or constipation.; Rash.; Weakness and fatigue.,Follow prescribed medication; Stay hydrated; A vaccine is recommended for travel outside of the United States to places where there is typhoid fever. The Centers for Disease Control and Prevention website has information about where typhoid fever is common -- www.cdc.gov/typhoid-fever/index.html. Ask your provider if you should bring electrolyte packets in case you get sick.; Rest adequately
Typhoid,"Muscle aches.; Fever that starts low and increases throughout the day, possibly reaching as high as 104 degrees Fahrenheit (40 degrees Celsius).; Chills.",Consult healthcare provider; Follow prescribed medication
Typhoid,"Fever that starts low and increases throughout the day, possibly reaching as high as 104 degrees Fahrenheit (40 degrees Celsius).; Diarrhea or constipation.; Chills.; Muscle aches.",Consult healthcare provider; Regular health checkups
Typhoid,"Early symptoms include fever, general ill-feeling, and abdominal pain. High fever (103Â°F, or 39.5Â°C) or higher and severe diarrhea occur as the disease gets worse.; Diarrhea or constipation.",Stay hydrated; One is given as a single shot at least one week before travel.
Typhoid,"Rash.; Early symptoms include fever, general ill-feeling, and abdominal pain. High fever (103Â°F, or 39.5Â°C) or higher and severe diarrhea occur as the disease gets worse.; Headache.",Stay hydrated; Follow prescribed medication
Typhoid,"Stomach pain.; Fever that starts low and increases throughout the day, possibly reaching as high as 104 degrees Fahrenheit (40 degrees Celsius).; Weakness and fatigue.; Early symptoms include fever, general ill-feeling, and abdominal pain. High fever (103Â°F, or 39.5Â°C) or higher and severe diarrhea occur as the disease gets worse.","One is given orally in four capsules, with one capsule to be taken every other day.; Follow prescribed medication; Consult healthcare provider"
Typhoid,Headache.; Muscle aches.,Maintain good hygiene; Follow prescribed medication; Regular health checkups
Typhoid,"Headache.; Fever that starts low and increases throughout the day, possibly reaching as high as 104 degrees Fahrenheit (40 degrees Celsius).; Diarrhea or constipation.; Stomach pain.",Regular health checkups; Consult healthcare provider; A vaccine is recommended for travel outside of the United States to places where there is typhoid fever. The Centers for Disease Control and Prevention website has information about where typhoid fever is common -- www.cdc.gov/typhoid-fever/index.html. Ask your provider if you should bring electrolyte packets in case you get sick.; Maintain good hygiene
Typhoid,"Weakness and fatigue.; Early symptoms include fever, general ill-feeling, and abdominal pain. High fever (103Â°F, or 39.5Â°C) or higher and severe diarrhea occur as the disease gets worse.; Headache.; Chills.; Muscle aches.","Maintain good hygiene; Follow prescribed medication; One is given orally in four capsules, with one capsule to be taken every other day.; Rest adequately"
Typhoid,Rash.; Diarrhea or constipation.,"One is given orally in four capsules, with one capsule to be taken every other day.; Follow prescribed medication"
Typhoid,"Diarrhea or constipation.; Fever that starts low and increases throughout the day, possibly reaching as high as 104 degrees Fahrenheit (40 degrees Celsius).; Rash.; Headache.; Chills.","Stay hydrated; One is given orally in four capsules, with one capsule to be taken every other day.; Regular health checkups"
Typhoid,"Headache.; Early symptoms include fever, general ill-feeling, and abdominal pain. High fever (103Â°F, or 39.5Â°C) or higher and severe diarrhea occur as the disease gets worse.; Stomach pain.; Diarrhea or constipation.",Rest adequately; Consult healthcare provider; Stay hydrated; A vaccine is recommended for travel outside of the United States to places where there is typhoid fever. The Centers for Disease Control and Prevention website has information about where typhoid fever is common -- www.cdc.gov/typhoid-fever/index.html. Ask your provider if you should bring electrolyte packets in case you get sick.
Typhoid,Stomach pain.; Rash.; Diarrhea or constipation.; Weakness and fatigue.; Muscle aches.,"One is given orally in four capsules, with one capsule to be taken every other day.; A vaccine is recommended for travel outside of the United States to places where there is typhoid fever. The Centers for Disease Control and Prevention website has information about where typhoid fever is common -- www.cdc.gov/typhoid-fever/index.html. Ask your provider if you should bring electrolyte packets in case you get sick."
Typhoid,Headache.; Weakness and fatigue.; Diarrhea or constipation.; Stomach pain.,Stay hydrated; Follow prescribed medication
Typhoid,Chills.; Stomach pain.; Muscle aches.,"Consult healthcare provider; One is given as a single shot at least one week before travel.; One is given orally in four capsules, with one capsule to be taken every other day.; Rest adequately"
Typhoid,Stomach pain.; Headache.; Diarrhea or constipation.; Rash.,"Rest adequately; A vaccine is recommended for travel outside of the United States to places where there is typhoid fever. The Centers for Disease Control and Prevention website has information about where typhoid fever is common -- www.cdc.gov/typhoid-fever/index.html. Ask your provider if you should bring electrolyte packets in case you get sick.; Consult healthcare provider; One is given orally in four capsules, with one capsule to be taken every other day."
Typhoid,"Fever that starts low and increases throughout the day, possibly reaching as high as 104 degrees Fahrenheit (40 degrees Celsius).; Weakness and fatigue.","One is given orally in four capsules, with one capsule to be taken every other day.; Maintain good hygiene; Rest adequately"
Typhoid,Stomach pain.; Diarrhea or constipation.; Headache.; Weakness and fatigue.; Chills.,"One is given orally in four capsules, with one capsule to be taken every other day.; A vaccine is recommended for travel outside of the United States to places where there is typhoid fever. The Centers for Disease Control and Prevention website has information about where typhoid fever is common -- www.cdc.gov/typhoid-fever/index.html. Ask your provider if you should bring electrolyte packets in case you get sick.; Maintain good hygiene; Follow prescribed medication"
Typhoid,Headache.; Muscle aches.,Maintain good hygiene; A vaccine is recommended for travel outside of the United States to places where there is typhoid fever. The Centers for Disease Control and Prevention website has information about where typhoid fever is common -- www.cdc.gov/typhoid-fever/index.html. Ask your provider if you should bring electrolyte packets in case you get sick.; Stay hydrated
Typhoid,"Rash.; Muscle aches.; Diarrhea or constipation.; Headache.; Early symptoms include fever, general ill-feeling, and abdominal pain. High fever (103Â°F, or 39.5Â°C) or higher and severe diarrhea occur as the disease gets worse.","Regular health checkups; Maintain good hygiene; One is given orally in four capsules, with one capsule to be taken every other day."
Typhoid,"Early symptoms include fever, general ill-feeling, and abdominal pain. High fever (103Â°F, or 39.5Â°C) or higher and severe diarrhea occur as the disease gets worse.; Stomach pain.; Rash.; Chills.",Regular health checkups; A vaccine is recommended for travel outside of the United States to places where there is typhoid fever. The Centers for Disease Control and Prevention website has information about where typhoid fever is common -- www.cdc.gov/typhoid-fever/index.html. Ask your provider if you should bring electrolyte packets in case you get sick.; Follow prescribed medication; One is given as a single shot at least one week before travel.
Typhoid,"Muscle aches.; Weakness and fatigue.; Stomach pain.; Fever that starts low and increases throughout the day, possibly reaching as high as 104 degrees Fahrenheit (40 degrees Celsius).","A vaccine is recommended for travel outside of the United States to places where there is typhoid fever. The Centers for Disease Control and Prevention website has information about where typhoid fever is common -- www.cdc.gov/typhoid-fever/index.html. Ask your provider if you should bring electrolyte packets in case you get sick.; One is given orally in four capsules, with one capsule to be taken every other day."
Typhoid,"Fever that starts low and increases throughout the day, possibly reaching as high as 104 degrees Fahrenheit (40 degrees Celsius).; Muscle aches.; Weakness and fatigue.; Diarrhea or constipation.","Regular health checkups; One is given orally in four capsules, with one capsule to be taken every other day.; Follow prescribed medication"
Typhoid,"Weakness and fatigue.; Headache.; Early symptoms include fever, general ill-feeling, and abdominal pain. High fever (103Â°F, or 39.5Â°C) or higher and severe diarrhea occur as the disease gets worse.; Rash.",A vaccine is recommended for travel outside of the United States to places where there is typhoid fever. The Centers for Disease Control and Prevention website has information about where typhoid fever is common -- www.cdc.gov/typhoid-fever/index.html. Ask your provider if you should bring electrolyte packets in case you get sick.; Consult healthcare provider; One is given as a single shot at least one week before travel.; Regular health checkups
Typhoid,"Early symptoms include fever, general ill-feeling, and abdominal pain. High fever (103Â°F, or 39.5Â°C) or higher and severe diarrhea occur as the disease gets worse.; Rash.; Chills.",A vaccine is recommended for travel outside of the United States to places where there is typhoid fever. The Centers for Disease Control and Prevention website has information about where typhoid fever is common -- www.cdc.gov/typhoid-fever/index.html. Ask your provider if you should bring electrolyte packets in case you get sick.; Rest adequately
Typhoid,"Early symptoms include fever, general ill-feeling, and abdominal pain. High fever (103Â°F, or 39.5Â°C) or higher and severe diarrhea occur as the disease gets worse.; Rash.; Fever that starts low and increases throughout the day, possibly reaching as high as 104 degrees Fahrenheit (40 degrees Celsius).; Diarrhea or constipation.",Follow prescribed medication; One is given as a single shot at least one week before travel.
Typhoid,"Early symptoms include fever, general ill-feeling, and abdominal pain. High fever (103Â°F, or 39.5Â°C) or higher and severe diarrhea occur as the disease gets worse.; Headache.; Rash.; Chills.; Fever that starts low and increases throughout the day, possibly reaching as high as 104 degrees Fahrenheit (40 degrees Celsius).",Maintain good hygiene; Rest adequately
Typhoid,Chills.; Muscle aches.; Diarrhea or constipation.; Headache.; Weakness and fatigue.,Maintain good hygiene; Rest adequately; Stay hydrated
Typhoid,"Early symptoms include fever, general ill-feeling, and abdominal pain. High fever (103Â°F, or 39.5Â°C) or higher and severe diarrhea occur as the disease gets worse.; Muscle aches.; Weakness and fatigue.; Rash.","One is given orally in four capsules, with one capsule to be taken every other day.; Maintain good hygiene; Regular health checkups; Follow prescribed medication"
Typhoid,"Weakness and fatigue.; Fever that starts low and increases throughout the day, possibly reaching as high as 104 degrees Fahrenheit (40 degrees Celsius).; Muscle aches.; Chills.; Rash.",Rest adequately; Consult healthcare provider
Typhoid,Headache.; Rash.; Chills.,Regular health checkups; Follow prescribed medication
Typhoid,"Weakness and fatigue.; Fever that starts low and increases throughout the day, possibly reaching as high as 104 degrees Fahrenheit (40 degrees Celsius).; Diarrhea or constipation.; Rash.","Follow prescribed medication; One is given orally in four capsules, with one capsule to be taken every other day."
Typhoid,"Fever that starts low and increases throughout the day, possibly reaching as high as 104 degrees Fahrenheit (40 degrees Celsius).; Headache.; Weakness and fatigue.; Rash.",One is given as a single shot at least one week before travel.; Maintain good hygiene; A vaccine is recommended for travel outside of the United States to places where there is typhoid fever. The Centers for Disease Control and Prevention website has information about where typhoid fever is common -- www.cdc.gov/typhoid-fever/index.html. Ask your provider if you should bring electrolyte packets in case you get sick.; Regular health checkups
Typhoid,"Rash.; Early symptoms include fever, general ill-feeling, and abdominal pain. High fever (103Â°F, or 39.5Â°C) or higher and severe diarrhea occur as the disease gets worse.; Headache.; Stomach pain.; Fever that starts low and increases throughout the day, possibly reaching as high as 104 degrees Fahrenheit (40 degrees Celsius).","Stay hydrated; Maintain good hygiene; Consult healthcare provider; One is given orally in four capsules, with one capsule to be taken every other day."
Typhoid,"Rash.; Early symptoms include fever, general ill-feeling, and abdominal pain. High fever (103Â°F, or 39.5Â°C) or higher and severe diarrhea occur as the disease gets worse.; Headache.",Consult healthcare provider; Maintain good hygiene; Follow prescribed medication
Typhoid,"Headache.; Fever that starts low and increases throughout the day, possibly reaching as high as 104 degrees Fahrenheit (40 degrees Celsius).; Weakness and fatigue.; Rash.",Follow prescribed medication; Maintain good hygiene; Consult healthcare provider
Typhoid,Muscle aches.; Diarrhea or constipation.; Stomach pain.; Weakness and fatigue.; Chills.,"One is given as a single shot at least one week before travel.; Stay hydrated; One is given orally in four capsules, with one capsule to be taken every other day.; Rest adequately"
Typhoid,"Early symptoms include fever, general ill-feeling, and abdominal pain. High fever (103Â°F, or 39.5Â°C) or higher and severe diarrhea occur as the disease gets worse.; Fever that starts low and increases throughout the day, possibly reaching as high as 104 degrees Fahrenheit (40 degrees Celsius).; Headache.; Rash.",Maintain good hygiene; Consult healthcare provider; Stay hydrated
Typhoid,Muscle aches.; Diarrhea or constipation.; Headache.,Stay hydrated; Regular health checkups; Rest adequately
Typhoid,Stomach pain.; Weakness and fatigue.; Muscle aches.,"Regular health checkups; One is given orally in four capsules, with one capsule to be taken every other day.; One is given as a single shot at least one week before travel."
Typhoid,Diarrhea or constipation.; Rash.,Consult healthcare provider; Maintain good hygiene; A vaccine is recommended for travel outside of the United States to places where there is typhoid fever. The Centers for Disease Control and Prevention website has information about where typhoid fever is common -- www.cdc.gov/typhoid-fever/index.html. Ask your provider if you should bring electrolyte packets in case you get sick.; Stay hydrated
Typhoid,Headache.; Rash.,Regular health checkups; Consult healthcare provider
Typhoid,"Fever that starts low and increases throughout the day, possibly reaching as high as 104 degrees Fahrenheit (40 degrees Celsius).; Chills.; Headache.; Rash.","Maintain good hygiene; One is given orally in four capsules, with one capsule to be taken every other day."
Typhoid,Rash.; Headache.; Stomach pain.,"One is given orally in four capsules, with one capsule to be taken every other day.; A vaccine is recommended for travel outside of the United States to places where there is typhoid fever. The Centers for Disease Control and Prevention website has information about where typhoid fever is common -- www.cdc.gov/typhoid-fever/index.html. Ask your provider if you should bring electrolyte packets in case you get sick.; Maintain good hygiene; Rest adequately"
Typhoid,Weakness and fatigue.; Headache.; Muscle aches.; Chills.,Consult healthcare provider; Regular health checkups
Typhoid,Muscle aches.; Chills.; Headache.; Stomach pain.,"Follow prescribed medication; Regular health checkups; One is given as a single shot at least one week before travel.; One is given orally in four capsules, with one capsule to be taken every other day."
Typhoid,"Chills.; Early symptoms include fever, general ill-feeling, and abdominal pain. High fever (103Â°F, or 39.5Â°C) or higher and severe diarrhea occur as the disease gets worse.; Rash.",Follow prescribed medication; Consult healthcare provider; Regular health checkups; One is given as a single shot at least one week before travel.
Typhoid,"Weakness and fatigue.; Muscle aches.; Stomach pain.; Early symptoms include fever, general ill-feeling, and abdominal pain. High fever (103Â°F, or 39.5Â°C) or higher and severe diarrhea occur as the disease gets worse.","Stay hydrated; Consult healthcare provider; One is given as a single shot at least one week before travel.; One is given orally in four capsules, with one capsule to be taken every other day."
Typhoid,"Muscle aches.; Early symptoms include fever, general ill-feeling, and abdominal pain. High fever (103Â°F, or 39.5Â°C) or higher and severe diarrhea occur as the disease gets worse.",Maintain good hygiene; Rest adequately
Typhoid,"Early symptoms include fever, general ill-feeling, and abdominal pain. High fever (103Â°F, or 39.5Â°C) or higher and severe diarrhea occur as the disease gets worse.; Muscle aches.; Fever that starts low and increases throughout the day, possibly reaching as high as 104 degrees Fahrenheit (40 degrees Celsius).",Stay hydrated; One is given as a single shot at least one week before travel.
Typhoid,"Rash.; Early symptoms include fever, general ill-feeling, and abdominal pain. High fever (103Â°F, or 39.5Â°C) or higher and severe diarrhea occur as the disease gets worse.","Follow prescribed medication; One is given orally in four capsules, with one capsule to be taken every other day."
Typhoid,"Weakness and fatigue.; Stomach pain.; Rash.; Chills.; Fever that starts low and increases throughout the day, possibly reaching as high as 104 degrees Fahrenheit (40 degrees Celsius).",A vaccine is recommended for travel outside of the United States to places where there is typhoid fever. The Centers for Disease Control and Prevention website has information about where typhoid fever is common -- www.cdc.gov/typhoid-fever/index.html. Ask your provider if you should bring electrolyte packets in case you get sick.; Follow prescribed medication
Typhoid,"Early symptoms include fever, general ill-feeling, and abdominal pain. High fever (103Â°F, or 39.5Â°C) or higher and severe diarrhea occur as the disease gets worse.; Rash.",A vaccine is recommended for travel outside of the United States to places where there is typhoid fever. The Centers for Disease Control and Prevention website has information about where typhoid fever is common -- www.cdc.gov/typhoid-fever/index.html. Ask your provider if you should bring electrolyte packets in case you get sick.; One is given as a single shot at least one week before travel.; Consult healthcare provider
Typhoid,Diarrhea or constipation.; Weakness and fatigue.; Headache.; Chills.,"Follow prescribed medication; One is given as a single shot at least one week before travel.; One is given orally in four capsules, with one capsule to be taken every other day.; Stay hydrated"
Typhoid,"Chills.; Headache.; Muscle aches.; Weakness and fatigue.; Fever that starts low and increases throughout the day, possibly reaching as high as 104 degrees Fahrenheit (40 degrees Celsius).","Stay hydrated; Maintain good hygiene; One is given orally in four capsules, with one capsule to be taken every other day.; Consult healthcare provider"
Typhoid,Stomach pain.; Diarrhea or constipation.,Follow prescribed medication; Stay hydrated; Regular health checkups; Rest adequately
Typhoid,"Stomach pain.; Muscle aches.; Fever that starts low and increases throughout the day, possibly reaching as high as 104 degrees Fahrenheit (40 degrees Celsius).",One is given as a single shot at least one week before travel.; Maintain good hygiene; Follow prescribed medication
Typhoid,"Diarrhea or constipation.; Chills.; Early symptoms include fever, general ill-feeling, and abdominal pain. High fever (103Â°F, or 39.5Â°C) or higher and severe diarrhea occur as the disease gets worse.; Fever that starts low and increases throughout the day, possibly reaching as high as 104 degrees Fahrenheit (40 degrees Celsius).",Rest adequately; Regular health checkups
Typhoid,"Early symptoms include fever, general ill-feeling, and abdominal pain. High fever (103Â°F, or 39.5Â°C) or higher and severe diarrhea occur as the disease gets worse.; Rash.; Muscle aches.; Stomach pain.",Rest adequately; One is given as a single shot at least one week before travel.
Typhoid,"Early symptoms include fever, general ill-feeling, and abdominal pain. High fever (103Â°F, or 39.5Â°C) or higher and severe diarrhea occur as the disease gets worse.; Muscle aches.; Stomach pain.; Chills.",A vaccine is recommended for travel outside of the United States to places where there is typhoid fever. The Centers for Disease Control and Prevention website has information about where typhoid fever is common -- www.cdc.gov/typhoid-fever/index.html. Ask your provider if you should bring electrolyte packets in case you get sick.; Regular health checkups; Consult healthcare provider; Stay hydrated
Typhoid,"Fever that starts low and increases throughout the day, possibly reaching as high as 104 degrees Fahrenheit (40 degrees Celsius).; Chills.",One is given as a single shot at least one week before travel.; A vaccine is recommended for travel outside of the United States to places where there is typhoid fever. The Centers for Disease Control and Prevention website has information about where typhoid fever is common -- www.cdc.gov/typhoid-fever/index.html. Ask your provider if you should bring electrolyte packets in case you get sick.; Regular health checkups
Typhoid,Weakness and fatigue.; Chills.; Stomach pain.,Stay hydrated; Consult healthcare provider
Typhoid,"Diarrhea or constipation.; Stomach pain.; Fever that starts low and increases throughout the day, possibly reaching as high as 104 degrees Fahrenheit (40 degrees Celsius).; Chills.; Rash.",Maintain good hygiene; Stay hydrated; Follow prescribed medication
Typhoid,"Early symptoms include fever, general ill-feeling, and abdominal pain. High fever (103Â°F, or 39.5Â°C) or higher and severe diarrhea occur as the disease gets worse.; Chills.; Fever that starts low and increases throughout the day, possibly reaching as high as 104 degrees Fahrenheit (40 degrees Celsius).; Rash.",Stay hydrated; Regular health checkups; Maintain good hygiene
Typhoid,"Diarrhea or constipation.; Headache.; Early symptoms include fever, general ill-feeling, and abdominal pain. High fever (103Â°F, or 39.5Â°C) or higher and severe diarrhea occur as the disease gets worse.; Chills.",One is given as a single shot at least one week before travel.; Consult healthcare provider
Typhoid,Weakness and fatigue.; Headache.,Consult healthcare provider; Follow prescribed medication
Typhoid,Weakness and fatigue.; Rash.; Muscle aches.; Chills.; Diarrhea or constipation.,Consult healthcare provider; Rest adequately
Typhoid,Weakness and fatigue.; Diarrhea or constipation.,A vaccine is recommended for travel outside of the United States to places where there is typhoid fever. The Centers for Disease Control and Prevention website has information about where typhoid fever is common -- www.cdc.gov/typhoid-fever/index.html. Ask your provider if you should bring electrolyte packets in case you get sick.; One is given as a single shot at least one week before travel.
Typhoid,Headache.; Muscle aches.,One is given as a single shot at least one week before travel.; Follow prescribed medication; Rest adequately
Typhoid,Diarrhea or constipation.; Chills.; Muscle aches.; Stomach pain.,Stay hydrated; Rest adequately; One is given as a single shot at least one week before travel.; Maintain good hygiene
Typhoid,"Fever that starts low and increases throughout the day, possibly reaching as high as 104 degrees Fahrenheit (40 degrees Celsius).; Muscle aches.; Weakness and fatigue.; Diarrhea or constipation.",Rest adequately; Consult healthcare provider
Typhoid,Stomach pain.; Headache.; Muscle aches.,A vaccine is recommended for travel outside of the United States to places where there is typhoid fever. The Centers for Disease Control and Prevention website has information about where typhoid fever is common -- www.cdc.gov/typhoid-fever/index.html. Ask your provider if you should bring electrolyte packets in case you get sick.; Stay hydrated
Typhoid,"Early symptoms include fever, general ill-feeling, and abdominal pain. High fever (103Â°F, or 39.5Â°C) or higher and severe diarrhea occur as the disease gets worse.; Weakness and fatigue.",Consult healthcare provider; Follow prescribed medication; Maintain good hygiene
Typhoid,"Fever that starts low and increases throughout the day, possibly reaching as high as 104 degrees Fahrenheit (40 degrees Celsius).; Rash.; Chills.; Headache.; Weakness and fatigue.",Stay hydrated; Regular health checkups; Rest adequately; One is given as a single shot at least one week before travel.
Typhoid,Rash.; Headache.; Muscle aches.,A vaccine is recommended for travel outside of the United States to places where there is typhoid fever. The Centers for Disease Control and Prevention website has information about where typhoid fever is common -- www.cdc.gov/typhoid-fever/index.html. Ask your provider if you should bring electrolyte packets in case you get sick.; Rest adequately; Stay hydrated
