Disease,Symptoms,Precautions
Common Cold,Runny or stuffy nose.; Slight body aches or a mild headache.,"Don't share. Don't share drinking glasses or silverware with other family members.; Take care of yourself. Eat well, exercise and get plenty of sleep to help you stay healthy.; Cover your cough. Sneeze and cough into tissues. Throw away used tissues right away, and then wash your hands. If you don't have a tissue, sneeze or cough into the bend of your elbow, and then wash your hands.; Wash your hands. Wash your hands well and often with soap and water for at least 20 seconds. If soap and water aren't available, use an alcohol-based hand sanitizer with at least 60% alcohol. Teach your children the importance of hand-washing. Try not to touch your eyes, nose or mouth with unwashed hands."
Common Cold,Runny or stuffy nose.; Cough.; Slight body aches or a mild headache.,"Review your child care center's policies. Look for a child care setting with good hygiene practices and clear policies about keeping sick children at home.; Stay away from people with colds. Avoid close contact with anyone who has a cold. Stay out of crowds when possible. Try not to touch your eyes, nose and mouth when you're in crowds.; Don't share. Don't share drinking glasses or silverware with other family members."
Common Cold,Cough.; Slight body aches or a mild headache.; Runny or stuffy nose.,"Take care of yourself. Eat well, exercise and get plenty of sleep to help you stay healthy.; Cover your cough. Sneeze and cough into tissues. Throw away used tissues right away, and then wash your hands. If you don't have a tissue, sneeze or cough into the bend of your elbow, and then wash your hands.; Clean and disinfect. Clean and disinfect surfaces that are touched often. These include doorknobs, light switches, electronics, and kitchen and bathroom countertops. This is especially important when someone in your family has a cold. Wash children's toys often."
Common Cold,"Cold symptoms usually start about 2 or 3 days after you came in contact with the virus, although it could take up to a week. Symptoms mostly affect the nose.; Sneezing.; Cough.","Stay away from people with colds. Avoid close contact with anyone who has a cold. Stay out of crowds when possible. Try not to touch your eyes, nose and mouth when you're in crowds.; Wash your hands. Wash your hands well and often with soap and water for at least 20 seconds. If soap and water aren't available, use an alcohol-based hand sanitizer with at least 60% alcohol. Teach your children the importance of hand-washing. Try not to touch your eyes, nose or mouth with unwashed hands.; Cover your cough. Sneeze and cough into tissues. Throw away used tissues right away, and then wash your hands. If you don't have a tissue, sneeze or cough into the bend of your elbow, and then wash your hands.; Don't share. Don't share drinking glasses or silverware with other family members."
Common Cold,"Runny or stuffy nose.; Cold symptoms usually start about 2 or 3 days after you came in contact with the virus, although it could take up to a week. Symptoms mostly affect the nose.; Sneezing.","Don't share. Don't share drinking glasses or silverware with other family members.; Stay away from people with colds. Avoid close contact with anyone who has a cold. Stay out of crowds when possible. Try not to touch your eyes, nose and mouth when you're in crowds.; Cover your cough. Sneeze and cough into tissues. Throw away used tissues right away, and then wash your hands. If you don't have a tissue, sneeze or cough into the bend of your elbow, and then wash your hands."
Common Cold,Runny or stuffy nose.; Cough.; Slight body aches or a mild headache.,"Take care of yourself. Eat well, exercise and get plenty of sleep to help you stay healthy.; Clean and disinfect. Clean and disinfect surfaces that are touched often. These include doorknobs, light switches, electronics, and kitchen and bathroom countertops. This is especially important when someone in your family has a cold. Wash children's toys often.; Review your child care center's policies. Look for a child care setting with good hygiene practices and clear policies about keeping sick children at home.; Don't share. Don't share drinking glasses or silverware with other family members."
Common Cold,"Sneezing.; Slight body aches or a mild headache.; Cold symptoms usually start about 2 or 3 days after you came in contact with the virus, although it could take up to a week. Symptoms mostly affect the nose.; Runny or stuffy nose.","Cover your cough. Sneeze and cough into tissues. Throw away used tissues right away, and then wash your hands. If you don't have a tissue, sneeze or cough into the bend of your elbow, and then wash your hands.; Review your child care center's policies. Look for a child care setting with good hygiene practices and clear policies about keeping sick children at home."
Common Cold,Slight body aches or a mild headache.; Sneezing.,"Take care of yourself. Eat well, exercise and get plenty of sleep to help you stay healthy.; Wash your hands. Wash your hands well and often with soap and water for at least 20 seconds. If soap and water aren't available, use an alcohol-based hand sanitizer with at least 60% alcohol. Teach your children the importance of hand-washing. Try not to touch your eyes, nose or mouth with unwashed hands.; Don't share. Don't share drinking glasses or silverware with other family members.; Review your child care center's policies. Look for a child care setting with good hygiene practices and clear policies about keeping sick children at home."
Common Cold,Runny or stuffy nose.,"Take care of yourself. Eat well, exercise and get plenty of sleep to help you stay healthy.; Cover your cough. Sneeze and cough into tissues. Throw away used tissues right away, and then wash your hands. If you don't have a tissue, sneeze or cough into the bend of your elbow, and then wash your hands."
Common Cold,Runny or stuffy nose.,"Clean and disinfect. Clean and disinfect surfaces that are touched often. These include doorknobs, light switches, electronics, and kitchen and bathroom countertops. This is especially important when someone in your family has a cold. Wash children's toys often.; Don't share. Don't share drinking glasses or silverware with other family members.; Cover your cough. Sneeze and cough into tissues. Throw away used tissues right away, and then wash your hands. If you don't have a tissue, sneeze or cough into the bend of your elbow, and then wash your hands."
Common Cold,Runny or stuffy nose.; Cough.,"Cover your cough. Sneeze and cough into tissues. Throw away used tissues right away, and then wash your hands. If you don't have a tissue, sneeze or cough into the bend of your elbow, and then wash your hands.; Review your child care center's policies. Look for a child care setting with good hygiene practices and clear policies about keeping sick children at home."
Common Cold,Sneezing.; Runny or stuffy nose.,"Don't share. Don't share drinking glasses or silverware with other family members.; Wash your hands. Wash your hands well and often with soap and water for at least 20 seconds. If soap and water aren't available, use an alcohol-based hand sanitizer with at least 60% alcohol. Teach your children the importance of hand-washing. Try not to touch your eyes, nose or mouth with unwashed hands."
Common Cold,"Cold symptoms usually start about 2 or 3 days after you came in contact with the virus, although it could take up to a week. Symptoms mostly affect the nose.","Take care of yourself. Eat well, exercise and get plenty of sleep to help you stay healthy.; Stay away from people with colds. Avoid close contact with anyone who has a cold. Stay out of crowds when possible. Try not to touch your eyes, nose and mouth when you're in crowds."
Common Cold,Sneezing.,"To lower your chances of getting sick:; Take care of yourself. Eat well, exercise and get plenty of sleep to help you stay healthy.; Stay away from people with colds. Avoid close contact with anyone who has a cold. Stay out of crowds when possible. Try not to touch your eyes, nose and mouth when you're in crowds.; Cover your cough. Sneeze and cough into tissues. Throw away used tissues right away, and then wash your hands. If you don't have a tissue, sneeze or cough into the bend of your elbow, and then wash your hands."
Common Cold,"Cold symptoms usually start about 2 or 3 days after you came in contact with the virus, although it could take up to a week. Symptoms mostly affect the nose.; Slight body aches or a mild headache.; Cough.","Clean and disinfect. Clean and disinfect surfaces that are touched often. These include doorknobs, light switches, electronics, and kitchen and bathroom countertops. This is especially important when someone in your family has a cold. Wash children's toys often.; Take care of yourself. Eat well, exercise and get plenty of sleep to help you stay healthy."
Common Cold,"Cold symptoms usually start about 2 or 3 days after you came in contact with the virus, although it could take up to a week. Symptoms mostly affect the nose.; Cough.; Runny or stuffy nose.","Take care of yourself. Eat well, exercise and get plenty of sleep to help you stay healthy.; To lower your chances of getting sick:; Stay away from people with colds. Avoid close contact with anyone who has a cold. Stay out of crowds when possible. Try not to touch your eyes, nose and mouth when you're in crowds."
Common Cold,"Cold symptoms usually start about 2 or 3 days after you came in contact with the virus, although it could take up to a week. Symptoms mostly affect the nose.; Slight body aches or a mild headache.; Cough.","Stay away from people with colds. Avoid close contact with anyone who has a cold. Stay out of crowds when possible. Try not to touch your eyes, nose and mouth when you're in crowds.; To lower your chances of getting sick:"
Common Cold,"Cold symptoms usually start about 2 or 3 days after you came in contact with the virus, although it could take up to a week. Symptoms mostly affect the nose.","Don't share. Don't share drinking glasses or silverware with other family members.; Wash your hands. Wash your hands well and often with soap and water for at least 20 seconds. If soap and water aren't available, use an alcohol-based hand sanitizer with at least 60% alcohol. Teach your children the importance of hand-washing. Try not to touch your eyes, nose or mouth with unwashed hands.; Take care of yourself. Eat well, exercise and get plenty of sleep to help you stay healthy.; Clean and disinfect. Clean and disinfect surfaces that are touched often. These include doorknobs, light switches, electronics, and kitchen and bathroom countertops. This is especially important when someone in your family has a cold. Wash children's toys often."
Common Cold,Cough.; Sneezing.,"Clean and disinfect. Clean and disinfect surfaces that are touched often. These include doorknobs, light switches, electronics, and kitchen and bathroom countertops. This is especially important when someone in your family has a cold. Wash children's toys often.; Wash your hands. Wash your hands well and often with soap and water for at least 20 seconds. If soap and water aren't available, use an alcohol-based hand sanitizer with at least 60% alcohol. Teach your children the importance of hand-washing. Try not to touch your eyes, nose or mouth with unwashed hands.; Stay away from people with colds. Avoid close contact with anyone who has a cold. Stay out of crowds when possible. Try not to touch your eyes, nose and mouth when you're in crowds."
Common Cold,"Slight body aches or a mild headache.; Cold symptoms usually start about 2 or 3 days after you came in contact with the virus, although it could take up to a week. Symptoms mostly affect the nose.","Clean and disinfect. Clean and disinfect surfaces that are touched often. These include doorknobs, light switches, electronics, and kitchen and bathroom countertops. This is especially important when someone in your family has a cold. Wash children's toys often.; Take care of yourself. Eat well, exercise and get plenty of sleep to help you stay healthy.; Cover your cough. Sneeze and cough into tissues. Throw away used tissues right away, and then wash your hands. If you don't have a tissue, sneeze or cough into the bend of your elbow, and then wash your hands."
Common Cold,"Cough.; Cold symptoms usually start about 2 or 3 days after you came in contact with the virus, although it could take up to a week. Symptoms mostly affect the nose.","Review your child care center's policies. Look for a child care setting with good hygiene practices and clear policies about keeping sick children at home.; Clean and disinfect. Clean and disinfect surfaces that are touched often. These include doorknobs, light switches, electronics, and kitchen and bathroom countertops. This is especially important when someone in your family has a cold. Wash children's toys often."
Common Cold,"Slight body aches or a mild headache.; Cold symptoms usually start about 2 or 3 days after you came in contact with the virus, although it could take up to a week. Symptoms mostly affect the nose.; Sneezing.","Wash your hands. Wash your hands well and often with soap and water for at least 20 seconds. If soap and water aren't available, use an alcohol-based hand sanitizer with at least 60% alcohol. Teach your children the importance of hand-washing. Try not to touch your eyes, nose or mouth with unwashed hands.; To lower your chances of getting sick:; Stay away from people with colds. Avoid close contact with anyone who has a cold. Stay out of crowds when possible. Try not to touch your eyes, nose and mouth when you're in crowds."
Common Cold,Sneezing.,"Wash your hands. Wash your hands well and often with soap and water for at least 20 seconds. If soap and water aren't available, use an alcohol-based hand sanitizer with at least 60% alcohol. Teach your children the importance of hand-washing. Try not to touch your eyes, nose or mouth with unwashed hands.; Cover your cough. Sneeze and cough into tissues. Throw away used tissues right away, and then wash your hands. If you don't have a tissue, sneeze or cough into the bend of your elbow, and then wash your hands."
Common Cold,Slight body aches or a mild headache.,"Wash your hands. Wash your hands well and often with soap and water for at least 20 seconds. If soap and water aren't available, use an alcohol-based hand sanitizer with at least 60% alcohol. Teach your children the importance of hand-washing. Try not to touch your eyes, nose or mouth with unwashed hands.; To lower your chances of getting sick:"
Common Cold,"Cold symptoms usually start about 2 or 3 days after you came in contact with the virus, although it could take up to a week. Symptoms mostly affect the nose.","Take care of yourself. Eat well, exercise and get plenty of sleep to help you stay healthy.; Review your child care center's policies. Look for a child care setting with good hygiene practices and clear policies about keeping sick children at home.; Cover your cough. Sneeze and cough into tissues. Throw away used tissues right away, and then wash your hands. If you don't have a tissue, sneeze or cough into the bend of your elbow, and then wash your hands.; Clean and disinfect. Clean and disinfect surfaces that are touched often. These include doorknobs, light switches, electronics, and kitchen and bathroom countertops. This is especially important when someone in your family has a cold. Wash children's toys often."
Common Cold,"Cold symptoms usually start about 2 or 3 days after you came in contact with the virus, although it could take up to a week. Symptoms mostly affect the nose.; Sneezing.; Cough.","Take care of yourself. Eat well, exercise and get plenty of sleep to help you stay healthy.; Cover your cough. Sneeze and cough into tissues. Throw away used tissues right away, and then wash your hands. If you don't have a tissue, sneeze or cough into the bend of your elbow, and then wash your hands.; Don't share. Don't share drinking glasses or silverware with other family members.; Stay away from people with colds. Avoid close contact with anyone who has a cold. Stay out of crowds when possible. Try not to touch your eyes, nose and mouth when you're in crowds."
Common Cold,Slight body aches or a mild headache.; Runny or stuffy nose.,"Clean and disinfect. Clean and disinfect surfaces that are touched often. These include doorknobs, light switches, electronics, and kitchen and bathroom countertops. This is especially important when someone in your family has a cold. Wash children's toys often.; To lower your chances of getting sick:; Take care of yourself. Eat well, exercise and get plenty of sleep to help you stay healthy.; Wash your hands. Wash your hands well and often with soap and water for at least 20 seconds. If soap and water aren't available, use an alcohol-based hand sanitizer with at least 60% alcohol. Teach your children the importance of hand-washing. Try not to touch your eyes, nose or mouth with unwashed hands."
Common Cold,Runny or stuffy nose.; Cough.; Sneezing.,"Review your child care center's policies. Look for a child care setting with good hygiene practices and clear policies about keeping sick children at home.; Clean and disinfect. Clean and disinfect surfaces that are touched often. These include doorknobs, light switches, electronics, and kitchen and bathroom countertops. This is especially important when someone in your family has a cold. Wash children's toys often."
Common Cold,Runny or stuffy nose.,"Wash your hands. Wash your hands well and often with soap and water for at least 20 seconds. If soap and water aren't available, use an alcohol-based hand sanitizer with at least 60% alcohol. Teach your children the importance of hand-washing. Try not to touch your eyes, nose or mouth with unwashed hands.; Stay away from people with colds. Avoid close contact with anyone who has a cold. Stay out of crowds when possible. Try not to touch your eyes, nose and mouth when you're in crowds.; Cover your cough. Sneeze and cough into tissues. Throw away used tissues right away, and then wash your hands. If you don't have a tissue, sneeze or cough into the bend of your elbow, and then wash your hands.; Take care of yourself. Eat well, exercise and get plenty of sleep to help you stay healthy."
Common Cold,"Sneezing.; Cough.; Slight body aches or a mild headache.; Cold symptoms usually start about 2 or 3 days after you came in contact with the virus, although it could take up to a week. Symptoms mostly affect the nose.","Stay away from people with colds. Avoid close contact with anyone who has a cold. Stay out of crowds when possible. Try not to touch your eyes, nose and mouth when you're in crowds.; Review your child care center's policies. Look for a child care setting with good hygiene practices and clear policies about keeping sick children at home."
Common Cold,Cough.; Sneezing.; Runny or stuffy nose.,"Stay away from people with colds. Avoid close contact with anyone who has a cold. Stay out of crowds when possible. Try not to touch your eyes, nose and mouth when you're in crowds.; Review your child care center's policies. Look for a child care setting with good hygiene practices and clear policies about keeping sick children at home.; Take care of yourself. Eat well, exercise and get plenty of sleep to help you stay healthy."
Common Cold,Cough.; Sneezing.; Slight body aches or a mild headache.,"Cover your cough. Sneeze and cough into tissues. Throw away used tissues right away, and then wash your hands. If you don't have a tissue, sneeze or cough into the bend of your elbow, and then wash your hands.; Review your child care center's policies. Look for a child care setting with good hygiene practices and clear policies about keeping sick children at home.; To lower your chances of getting sick:; Clean and disinfect. Clean and disinfect surfaces that are touched often. These include doorknobs, light switches, electronics, and kitchen and bathroom countertops. This is especially important when someone in your family has a cold. Wash children's toys often."
Common Cold,Runny or stuffy nose.; Sneezing.,"Review your child care center's policies. Look for a child care setting with good hygiene practices and clear policies about keeping sick children at home.; Wash your hands. Wash your hands well and often with soap and water for at least 20 seconds. If soap and water aren't available, use an alcohol-based hand sanitizer with at least 60% alcohol. Teach your children the importance of hand-washing. Try not to touch your eyes, nose or mouth with unwashed hands.; To lower your chances of getting sick:; Stay away from people with colds. Avoid close contact with anyone who has a cold. Stay out of crowds when possible. Try not to touch your eyes, nose and mouth when you're in crowds."
Common Cold,Runny or stuffy nose; Sneezing; Sore throat; Mild cough; Mild fever; Fatigue,"Clean and disinfect. Clean and disinfect surfaces that are touched often. These include doorknobs, light switches, electronics, and kitchen and bathroom countertops. This is especially important when someone in your family has a cold. Wash children's toys often.; Take care of yourself. Eat well, exercise and get plenty of sleep to help you stay healthy."
Common Cold,Slight body aches or a mild headache.; Sneezing.,"Don't share. Don't share drinking glasses or silverware with other family members.; Cover your cough. Sneeze and cough into tissues. Throw away used tissues right away, and then wash your hands. If you don't have a tissue, sneeze or cough into the bend of your elbow, and then wash your hands."
Common Cold,"Cold symptoms usually start about 2 or 3 days after you came in contact with the virus, although it could take up to a week. Symptoms mostly affect the nose.; Slight body aches or a mild headache.; Runny or stuffy nose.","Don't share. Don't share drinking glasses or silverware with other family members.; Cover your cough. Sneeze and cough into tissues. Throw away used tissues right away, and then wash your hands. If you don't have a tissue, sneeze or cough into the bend of your elbow, and then wash your hands.; Stay away from people with colds. Avoid close contact with anyone who has a cold. Stay out of crowds when possible. Try not to touch your eyes, nose and mouth when you're in crowds.; Wash your hands. Wash your hands well and often with soap and water for at least 20 seconds. If soap and water aren't available, use an alcohol-based hand sanitizer with at least 60% alcohol. Teach your children the importance of hand-washing. Try not to touch your eyes, nose or mouth with unwashed hands."
Common Cold,"Cough.; Runny or stuffy nose.; Cold symptoms usually start about 2 or 3 days after you came in contact with the virus, although it could take up to a week. Symptoms mostly affect the nose.","Take care of yourself. Eat well, exercise and get plenty of sleep to help you stay healthy.; Stay away from people with colds. Avoid close contact with anyone who has a cold. Stay out of crowds when possible. Try not to touch your eyes, nose and mouth when you're in crowds.; Clean and disinfect. Clean and disinfect surfaces that are touched often. These include doorknobs, light switches, electronics, and kitchen and bathroom countertops. This is especially important when someone in your family has a cold. Wash children's toys often.; To lower your chances of getting sick:"
Common Cold,Sneezing.; Runny or stuffy nose.,"Take care of yourself. Eat well, exercise and get plenty of sleep to help you stay healthy.; Review your child care center's policies. Look for a child care setting with good hygiene practices and clear policies about keeping sick children at home."
Common Cold,Cough.,"Take care of yourself. Eat well, exercise and get plenty of sleep to help you stay healthy.; Cover your cough. Sneeze and cough into tissues. Throw away used tissues right away, and then wash your hands. If you don't have a tissue, sneeze or cough into the bend of your elbow, and then wash your hands.; Review your child care center's policies. Look for a child care setting with good hygiene practices and clear policies about keeping sick children at home.; Wash your hands. Wash your hands well and often with soap and water for at least 20 seconds. If soap and water aren't available, use an alcohol-based hand sanitizer with at least 60% alcohol. Teach your children the importance of hand-washing. Try not to touch your eyes, nose or mouth with unwashed hands."
Common Cold,Cough.; Slight body aches or a mild headache.; Sneezing.,"Clean and disinfect. Clean and disinfect surfaces that are touched often. These include doorknobs, light switches, electronics, and kitchen and bathroom countertops. This is especially important when someone in your family has a cold. Wash children's toys often.; Wash your hands. Wash your hands well and often with soap and water for at least 20 seconds. If soap and water aren't available, use an alcohol-based hand sanitizer with at least 60% alcohol. Teach your children the importance of hand-washing. Try not to touch your eyes, nose or mouth with unwashed hands."
Common Cold,Cough.; Sneezing.,"To lower your chances of getting sick:; Take care of yourself. Eat well, exercise and get plenty of sleep to help you stay healthy."
Common Cold,Sneezing.; Cough.; Slight body aches or a mild headache.,"Don't share. Don't share drinking glasses or silverware with other family members.; Cover your cough. Sneeze and cough into tissues. Throw away used tissues right away, and then wash your hands. If you don't have a tissue, sneeze or cough into the bend of your elbow, and then wash your hands."
Common Cold,"Cold symptoms usually start about 2 or 3 days after you came in contact with the virus, although it could take up to a week. Symptoms mostly affect the nose.; Runny or stuffy nose.","Stay away from people with colds. Avoid close contact with anyone who has a cold. Stay out of crowds when possible. Try not to touch your eyes, nose and mouth when you're in crowds.; Take care of yourself. Eat well, exercise and get plenty of sleep to help you stay healthy.; Don't share. Don't share drinking glasses or silverware with other family members.; Clean and disinfect. Clean and disinfect surfaces that are touched often. These include doorknobs, light switches, electronics, and kitchen and bathroom countertops. This is especially important when someone in your family has a cold. Wash children's toys often."
Common Cold,"Cold symptoms usually start about 2 or 3 days after you came in contact with the virus, although it could take up to a week. Symptoms mostly affect the nose.; Cough.; Slight body aches or a mild headache.","Take care of yourself. Eat well, exercise and get plenty of sleep to help you stay healthy.; Review your child care center's policies. Look for a child care setting with good hygiene practices and clear policies about keeping sick children at home."
Common Cold,"Cough.; Cold symptoms usually start about 2 or 3 days after you came in contact with the virus, although it could take up to a week. Symptoms mostly affect the nose.","Don't share. Don't share drinking glasses or silverware with other family members.; Wash your hands. Wash your hands well and often with soap and water for at least 20 seconds. If soap and water aren't available, use an alcohol-based hand sanitizer with at least 60% alcohol. Teach your children the importance of hand-washing. Try not to touch your eyes, nose or mouth with unwashed hands."
Common Cold,"Runny or stuffy nose.; Slight body aches or a mild headache.; Sneezing.; Cold symptoms usually start about 2 or 3 days after you came in contact with the virus, although it could take up to a week. Symptoms mostly affect the nose.","Review your child care center's policies. Look for a child care setting with good hygiene practices and clear policies about keeping sick children at home.; Wash your hands. Wash your hands well and often with soap and water for at least 20 seconds. If soap and water aren't available, use an alcohol-based hand sanitizer with at least 60% alcohol. Teach your children the importance of hand-washing. Try not to touch your eyes, nose or mouth with unwashed hands.; To lower your chances of getting sick:"
Common Cold,"Sneezing.; Cold symptoms usually start about 2 or 3 days after you came in contact with the virus, although it could take up to a week. Symptoms mostly affect the nose.","Cover your cough. Sneeze and cough into tissues. Throw away used tissues right away, and then wash your hands. If you don't have a tissue, sneeze or cough into the bend of your elbow, and then wash your hands.; Wash your hands. Wash your hands well and often with soap and water for at least 20 seconds. If soap and water aren't available, use an alcohol-based hand sanitizer with at least 60% alcohol. Teach your children the importance of hand-washing. Try not to touch your eyes, nose or mouth with unwashed hands."
Common Cold,Cough.; Runny or stuffy nose.; Slight body aches or a mild headache.,"Take care of yourself. Eat well, exercise and get plenty of sleep to help you stay healthy.; Wash your hands. Wash your hands well and often with soap and water for at least 20 seconds. If soap and water aren't available, use an alcohol-based hand sanitizer with at least 60% alcohol. Teach your children the importance of hand-washing. Try not to touch your eyes, nose or mouth with unwashed hands."
Common Cold,"Cold symptoms usually start about 2 or 3 days after you came in contact with the virus, although it could take up to a week. Symptoms mostly affect the nose.; Runny or stuffy nose.; Cough.","Take care of yourself. Eat well, exercise and get plenty of sleep to help you stay healthy.; Cover your cough. Sneeze and cough into tissues. Throw away used tissues right away, and then wash your hands. If you don't have a tissue, sneeze or cough into the bend of your elbow, and then wash your hands.; Wash your hands. Wash your hands well and often with soap and water for at least 20 seconds. If soap and water aren't available, use an alcohol-based hand sanitizer with at least 60% alcohol. Teach your children the importance of hand-washing. Try not to touch your eyes, nose or mouth with unwashed hands.; Clean and disinfect. Clean and disinfect surfaces that are touched often. These include doorknobs, light switches, electronics, and kitchen and bathroom countertops. This is especially important when someone in your family has a cold. Wash children's toys often."
Common Cold,"Slight body aches or a mild headache.; Cold symptoms usually start about 2 or 3 days after you came in contact with the virus, although it could take up to a week. Symptoms mostly affect the nose.; Sneezing.; Runny or stuffy nose.","Clean and disinfect. Clean and disinfect surfaces that are touched often. These include doorknobs, light switches, electronics, and kitchen and bathroom countertops. This is especially important when someone in your family has a cold. Wash children's toys often.; Wash your hands. Wash your hands well and often with soap and water for at least 20 seconds. If soap and water aren't available, use an alcohol-based hand sanitizer with at least 60% alcohol. Teach your children the importance of hand-washing. Try not to touch your eyes, nose or mouth with unwashed hands.; Stay away from people with colds. Avoid close contact with anyone who has a cold. Stay out of crowds when possible. Try not to touch your eyes, nose and mouth when you're in crowds."
Common Cold,"Cough.; Cold symptoms usually start about 2 or 3 days after you came in contact with the virus, although it could take up to a week. Symptoms mostly affect the nose.","Don't share. Don't share drinking glasses or silverware with other family members.; Take care of yourself. Eat well, exercise and get plenty of sleep to help you stay healthy.; Wash your hands. Wash your hands well and often with soap and water for at least 20 seconds. If soap and water aren't available, use an alcohol-based hand sanitizer with at least 60% alcohol. Teach your children the importance of hand-washing. Try not to touch your eyes, nose or mouth with unwashed hands.; To lower your chances of getting sick:"
Common Cold,"Slight body aches or a mild headache.; Cold symptoms usually start about 2 or 3 days after you came in contact with the virus, although it could take up to a week. Symptoms mostly affect the nose.","Review your child care center's policies. Look for a child care setting with good hygiene practices and clear policies about keeping sick children at home.; Cover your cough. Sneeze and cough into tissues. Throw away used tissues right away, and then wash your hands. If you don't have a tissue, sneeze or cough into the bend of your elbow, and then wash your hands."
Common Cold,"Slight body aches or a mild headache.; Cold symptoms usually start about 2 or 3 days after you came in contact with the virus, although it could take up to a week. Symptoms mostly affect the nose.; Runny or stuffy nose.","Don't share. Don't share drinking glasses or silverware with other family members.; Cover your cough. Sneeze and cough into tissues. Throw away used tissues right away, and then wash your hands. If you don't have a tissue, sneeze or cough into the bend of your elbow, and then wash your hands."
Common Cold,Cough.; Runny or stuffy nose.; Slight body aches or a mild headache.,"Take care of yourself. Eat well, exercise and get plenty of sleep to help you stay healthy.; To lower your chances of getting sick:; Stay away from people with colds. Avoid close contact with anyone who has a cold. Stay out of crowds when possible. Try not to touch your eyes, nose and mouth when you're in crowds.; Don't share. Don't share drinking glasses or silverware with other family members."
Common Cold,"Cough.; Sneezing.; Cold symptoms usually start about 2 or 3 days after you came in contact with the virus, although it could take up to a week. Symptoms mostly affect the nose.","Don't share. Don't share drinking glasses or silverware with other family members.; Clean and disinfect. Clean and disinfect surfaces that are touched often. These include doorknobs, light switches, electronics, and kitchen and bathroom countertops. This is especially important when someone in your family has a cold. Wash children's toys often."
Common Cold,Runny or stuffy nose.; Sneezing.,"Don't share. Don't share drinking glasses or silverware with other family members.; Stay away from people with colds. Avoid close contact with anyone who has a cold. Stay out of crowds when possible. Try not to touch your eyes, nose and mouth when you're in crowds.; Clean and disinfect. Clean and disinfect surfaces that are touched often. These include doorknobs, light switches, electronics, and kitchen and bathroom countertops. This is especially important when someone in your family has a cold. Wash children's toys often.; Wash your hands. Wash your hands well and often with soap and water for at least 20 seconds. If soap and water aren't available, use an alcohol-based hand sanitizer with at least 60% alcohol. Teach your children the importance of hand-washing. Try not to touch your eyes, nose or mouth with unwashed hands."
Common Cold,"Cold symptoms usually start about 2 or 3 days after you came in contact with the virus, although it could take up to a week. Symptoms mostly affect the nose.; Slight body aches or a mild headache.; Cough.","Wash your hands. Wash your hands well and often with soap and water for at least 20 seconds. If soap and water aren't available, use an alcohol-based hand sanitizer with at least 60% alcohol. Teach your children the importance of hand-washing. Try not to touch your eyes, nose or mouth with unwashed hands.; Don't share. Don't share drinking glasses or silverware with other family members.; Review your child care center's policies. Look for a child care setting with good hygiene practices and clear policies about keeping sick children at home."
Common Cold,Slight body aches or a mild headache.,"Take care of yourself. Eat well, exercise and get plenty of sleep to help you stay healthy.; To lower your chances of getting sick:; Review your child care center's policies. Look for a child care setting with good hygiene practices and clear policies about keeping sick children at home."
Common Cold,"Cold symptoms usually start about 2 or 3 days after you came in contact with the virus, although it could take up to a week. Symptoms mostly affect the nose.; Runny or stuffy nose.; Sneezing.","Clean and disinfect. Clean and disinfect surfaces that are touched often. These include doorknobs, light switches, electronics, and kitchen and bathroom countertops. This is especially important when someone in your family has a cold. Wash children's toys often.; Cover your cough. Sneeze and cough into tissues. Throw away used tissues right away, and then wash your hands. If you don't have a tissue, sneeze or cough into the bend of your elbow, and then wash your hands."
Common Cold,Cough.,"Cover your cough. Sneeze and cough into tissues. Throw away used tissues right away, and then wash your hands. If you don't have a tissue, sneeze or cough into the bend of your elbow, and then wash your hands.; Wash your hands. Wash your hands well and often with soap and water for at least 20 seconds. If soap and water aren't available, use an alcohol-based hand sanitizer with at least 60% alcohol. Teach your children the importance of hand-washing. Try not to touch your eyes, nose or mouth with unwashed hands.; Stay away from people with colds. Avoid close contact with anyone who has a cold. Stay out of crowds when possible. Try not to touch your eyes, nose and mouth when you're in crowds."
Common Cold,Cough.; Sneezing.,"Take care of yourself. Eat well, exercise and get plenty of sleep to help you stay healthy.; Wash your hands. Wash your hands well and often with soap and water for at least 20 seconds. If soap and water aren't available, use an alcohol-based hand sanitizer with at least 60% alcohol. Teach your children the importance of hand-washing. Try not to touch your eyes, nose or mouth with unwashed hands."
Common Cold,Sneezing.,"Take care of yourself. Eat well, exercise and get plenty of sleep to help you stay healthy.; Wash your hands. Wash your hands well and often with soap and water for at least 20 seconds. If soap and water aren't available, use an alcohol-based hand sanitizer with at least 60% alcohol. Teach your children the importance of hand-washing. Try not to touch your eyes, nose or mouth with unwashed hands.; To lower your chances of getting sick:; Clean and disinfect. Clean and disinfect surfaces that are touched often. These include doorknobs, light switches, electronics, and kitchen and bathroom countertops. This is especially important when someone in your family has a cold. Wash children's toys often."
Common Cold,Sneezing.; Cough.,Review your child care center's policies. Look for a child care setting with good hygiene practices and clear policies about keeping sick children at home.; Don't share. Don't share drinking glasses or silverware with other family members.; To lower your chances of getting sick:
Common Cold,"Cold symptoms usually start about 2 or 3 days after you came in contact with the virus, although it could take up to a week. Symptoms mostly affect the nose.; Runny or stuffy nose.; Sneezing.","Cover your cough. Sneeze and cough into tissues. Throw away used tissues right away, and then wash your hands. If you don't have a tissue, sneeze or cough into the bend of your elbow, and then wash your hands.; Review your child care center's policies. Look for a child care setting with good hygiene practices and clear policies about keeping sick children at home."
